,organocats,match substructures?
1042,n1c2c(c(NC(=S)NCc3ccccc3)nc1c1ccccc1)cccc2,True
1043,n1c(nc(c2ccccc12)NC(=S)NCCCC)c1ccccc1,True
1044,c1(ccccc1)c1nc2ccccc2c(n1)NC(=S)Nc1ccccc1,True
1045,O=C(c1ccc(C)cc1)NC(Nc2ccc([N+]([O-])=O)cc2)=S,True
1046,Clc1cc(NC(NC(c2cc([N+]([O-])=O)ccc2)=O)=S)ccc1Cl,True
1047,S=C(NC1=[N+]([H])C=CC=C1)Nc2ccccc2,True
1048,S=C(Nc1cc(Cl)ccc1)NC(=O)c1cc(Cl)ccc1,True
1049,O1CCN(CCNC(=O)Nc2ccccc2)CC1,True
1050,c1cc(Oc2ccccc2Oc2ccccc2NC(=O)Nc2ccncc2)c(cc1)NC(=O)Nc1ccncc1,True
1051,S=C(Nc1ccccc1NC(=S)NC(=O)OC)NC(=O)OC,True
1052,S=C(NC(=O)OC)Nc1ccccc1NC(=S)NC(=O)OC,True
1053,O=C(OC)NC(=S)Nc1c(NC(=S)NC(=O)OC)cccc1,True
1054,S=C(NC(=O)OC)Nc1ccccc1NC(=S)NC(=O)OC,True
1055,O=C(N[C@H](c1cccc2ccccc12)C)N[C@](CC)(C(=O)OC)CC1CCCCC1,True
1056,O=C1C(=O)C2=C1NCc1cccc(c1)CNC1=C(NCc3cccc(CN2)c3)C(=O)C1=O,True
1057,O=C1C2=C(C1=O)NCc1ccc(cc1)CNC1=C(NCc3ccc(cc3)CN2)C(=O)C1=O,True
1058,C(=O)(NCCOC(=O)C(=C)C)NCCOC(=O)C(=C)C,True
1059,S=C(N[C@@H](Cc1ccccc1)C(=O)N[C@]1(Cc2cc(Br)c(OC)cc2C1)C(=O)OCC)Nc1ccccc1,True
1060,Cc1csc(NC(Nc2ccc([N+]([O-])=O)cc2)=O)n1,True
1061,S=C(Nc1cccc2ccc(c3ccc4c(c(NC(=S)NCCCC)ccc4)c3)cc12)NCCCC,True
1062,O=C(N[C@H](CCCCCC)C)NCCc1nc[nH]c1,True
1063,[nH]1c2ccccc2cc1C(=O)Nc1ccccc1NC(=O)Nc1ccccc1NC(=O)c1[nH]c2c(c1)cccc2,True
1064,S=C(NC(=O)CCCCC)Nc1ccc(cc1)OC,True
1065,c1nc(NC(=S)Nc2c(cccn2)C)c(C)cc1,True
1066,S=C(NC1=C(C=CC=[N+]1[H])C)Nc2ccccc2,True
1067,S=C(NC1=CC=CC=[N+]1[H])Nc2ccccc2,True
1068,Brc1c(NC(=S)NC(=O)c2cc(ccc2)C)ccc(S(=O)(=O)N)c1,True
1069,Brc1c(NC(=S)NC(=O)Cc2ccccc2)ccc(c1)S(=O)(=O)N,True
1070,Clc1c(C(=O)NC(=S)Nc2ccc(OC(F)(F)F)cc2)c(Cl)cc(c1)Cl,True
1071,Clc1c(C(=O)NC(=S)Nc2cc(c(OC)cc2)Cl)c(Cl)cc(Cl)c1,True
1072,S=C(Nc1c(F)c(F)c(c(c1F)F)F)NC(=O)c1occc1,True
1073,Clc1cc(NC(=S)NC(=O)c2c(Cl)cc(Cl)cc2Cl)ccc1Cl,True
1074,S=C(Nc1cc(Oc2ccccc2)c(cc1)NS(=O)(=O)C)NC(=O)c1ccc(OC)cc1,True
1075,S=C(N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3)NC(=O)c1c(cccc1)C,True
1076,S=C(N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2)NC(=O)c1cccc(c1)C,True
1077,Fc1cc(ccc1c1ccccc1)[C@H](C)C(=O)NC(=S)Nc1ccccc1OC,True
1078,n1c(nc(cc1C)C)NC(=S)NC(=O)c1sccc1,True
1079,Fc1c(F)c(F)c(NC(NC2=CC=[N+]([H])C=C2)=O)c(F)c1F,True
1080,Fc1ccc(C(=O)NC(=S)Nc2ccccc2F)cc1,True
1081,S=C(Nc1cccc(F)c1)NC(=O)c1ccc(F)cc1,True
1082,Fc1ccc(NC(=S)NC(=O)c2ccc(F)cc2)cc1,True
1083,S=C(NC(=O)c1occc1)Nc1ccccc1,True
1084,N(C1(C2CC2)CC1)C(=O)NC1(C2CC2)CC1,True
1085,O(/N=C\Cc1ccc(NC(=O)NC(=O)c2c(cccc2F)F)cc1)C(C)(C)C,True
1086,O=C(NC(=S)Nc1c(cccc1)C)c1ccc(OC)cc1,True
1087,S=C(NC(=O)OCC)Nc1ccccc1NC(=S)NC(=O)OCC,True
1088,S=C(NC(=O)OCC)Nc1ccccc1NC(=S)NC(=O)OCC,True
1089,S=C(NC(=O)OCC)Nc1ccccc1NC(=S)NC(=O)OCC,True
1090,O=C(OCC)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,True
1091,S=C(NCCNCc1ncccc1)Nc1ccccc1,True
1092,S=C(N[C@H](C(=O)N(CC)CC)C(C)(C)C)N[C@H]1[C@H](N(C)C)CCCC1,True
1093,N(C(=O)c1ccc(OC)cc1)C(=S)Nc1ccc(OC)cc1,True
1094,O=C(NC(=S)Nc1c(F)cc(cc1F)O)[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,True
1095,ClCCCC(NC(Nc1ccccc1[N+]([O-])=O)=S)=O,True
1096,P(=O)(OC(C)C)(OC(C)C)[C@@H](NC(=O)Nc1ccc(Br)cc1)C1(c2ccccc2)CC1,True
1097,P(=O)(OC(C)C)(OC(C)C)[C@@H](NC(=O)Nc1ccc(Br)cc1)C(=C)c1ccccc1,True
1098,S=C(NC(=O)c1ccc(OC)cc1)N[C@H](Cc1c2ccccc2[nH]c1)C(=O)O,True
1099,N(=C\c1ccccc1)/c1c(NC(=O)Nc2ccccc2)cccc1,True
1100,S=C(Nc1cccc2cc[nH]c12)NCCCCCC,True
1101,Clc1cc(Cl)c(OCC(NC(Nc2ccc([N+]([O-])=O)cc2)=S)=O)cc1,True
1102,O=C(Nc1ccccc1)N[C@H]1C[C@@](CNC(=O)Nc2ccccc2)(CC(C1)(C)C)C,True
1103,[C@H]1(CC(C[C@@](C1)(CNC(=S)Nc1ccccc1)C)(C)C)NC(=S)Nc1ccccc1,True
1104,S=C(NC(=O)c1c(F)cccc1)Nc1ccc(OC)cc1,True
1105,N(C(=S)Nc1cccc2c1nc(cc2OCC(C)C)C(=O)NCc1c(F)c(F)c(c(F)c1F)F)Cc1c(c(c(F)c(F)c1F)F)F,True
1106,n1c(cc(c2cccc(c12)NC(=S)NCc1ccccc1)OCC(C)C)C(=O)NCc1ccccc1,True
1107,n1c(cc(c2c1c(NC(=S)Nc1ccccc1)ccc2)OCC(C)C)C(=O)NCc1ccccc1,True
1108,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cc2cccnc2c2ncccc12,True
1109,S=C(Nc1c(Cl)cc(Cl)cc1)NC(=O)[C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3,True
1110,N(C(=O)Nc1ccc(cc1C)C)c1cccnc1,True
1111,O=C1[C@]2(NC(=O)N[C@@]34C(=O)C[C@H](C4(C)C)CC3)CC[C@H](C1)C2(C)C,True
1112,O=S(NC(NC1=NC(OC)=CC(OC)=N1)=O)(c2c(OCC(F)(F)F)cccn2)=O,True
1113,ClCCC(NC(Nc1c(Cl)ccc([N+]([O-])=O)c1)=S)=O,True
1114,S=C(Nc1c(cc(cc1C)C)C)NC(=O)C,True
1115,O=C(Nc1nc2[nH]c(=O)cc(c2cc1)CCCC)Nc1ccc(cc1)CC,True
1116,Fc1ccccc1C(=O)NC(=S)NCCC(=O)O,True
1117,O=C(Nc1ccc([N+]([O-])=O)cc1)Nc2ccc(C(C)(C)C)cc2C#Cc3ccccn3,True
1118,O=C(N[C@@H]1[C@@H](c2ccccc2)CN(Cc2ccccc2)C1)N[C@H]1CN(Cc2ccccc2)C[C@@H]1c1ccccc1,True
1119,O=S(c1ccc(/N=N/c2ccc(N(CC)CC)cc2)cc1)(NC(NC3CCCCC3)=O)=O,True
1120,S=C(NC(=O)c1c(Cl)cccc1Cl)Nc1cc(Cl)ccc1,True
1121,S=C(NC(=O)c1cc(Cl)ccc1)Nc1c(c(ccc1)C)C,True
1122,[C@@H](C(=O)O)(Cc1ccccc1)NC(=O)Nc1ccccc1,True
1123,N(=O)(=O)NC(=O)NC(=O)NCC(C)C,True
1124,S=C(Nc1n(nc(c1)C#N)c1c(Cl)cc(C(F)(F)F)cc1Cl)NC(=O)c1ccc(OC)cc1,True
1125,S=C(NC(OCC)=O)NC1=NC(c2ccc(C)cc2)=NN1,True
1126,c1ccccc1NC(=S)NC(=O)CCCl,True
1127,c1(cccc(c1)NC(=O)Nc1ccccn1)SC,True
1128,S=C(Nc1c(cccc1C)C)NC(=O)c1ccccc1,True
1129,c1(cc(c(cc1)Cl)C(F)(F)F)NC(=O)Nc1c(cc(cc1)Oc1ccnc(c1)C(=O)NC)F,True
1130,Fc1ccc(C(=O)NC(=S)Nc2ccc(cc2)NC(=O)c2ccc(F)cc2)cc1,True
1131,O=C(c1ccc(cc1)OC)NCCNC(=O)Nc1ccccc1,True
1132,N(C(=S)Nc1ccccc1)c1ccccc1,True
1133,Brc1ccc(nc1)NC(=S)N[C@@H](C1CCCCC1)C,True
1134,Brc1ccc(nc1)NC(=S)N[C@H](C1CCCCC1)C,True
1135,S1(=O)(=O)[C@H](CCC1)C1(CCCCC1)NC(=O)N[C@H](C)c1ccccc1,True
1136,c1(ccc(cc1)C(=O)NC(=O)Nc1nnc(c2ccc(cc2)C(F)(F)F)s1)C,True
1137,S=C(Nc1c(cccc1C(C)C)C(C)C)NC(=O)c1ccc(cc1)C(C)(C)C,True
1138,N(C(=S)NC(=O)c1c(cc(cc1C)C)C)c1c(C(C)C)cccc1C(C)C,True
1139,O=c1n(c2ccccc2)n(C)c(C)c1NC(NC(c3ccc([N+]([O-])=O)cc3)=O)=S,True
1140,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(C(=O)C)cc1,True
1141,S=C(NC(=O)OCC(C)C)NCCCNC(=S)NC(=O)OCC(C)C,True
1142,O=C(Nc1ccccc1)Nc2c([N+]([O-])=O)cccc2,True
1143,c1(ccccc1)NC(=O)Nc1c(cccc1)C(F)(F)F,True
1144,O=C(Nc1ccccc1C(F)(F)F)Nc1c(cccc1)C(F)(F)F,True
1145,O=C(Nc1ccccc1)Nc1c(C#N)cccc1,True
1146,Clc1ccc(NC(=O)Nc2ccccc2)cc1,True
1147,O=C(Nc1ccc(cc1)C#N)Nc1ccc(C#N)cc1,True
1148,c1ccccc1CNC(=O)NC(=O)C(=C)C,True
1149,c1(ccccc1)NC(=O)NC(=O)C(=C)C,True
1150,c1(ccccc1)NC(=O)NCCOC(=O)C(=C)C,True
1151,c1c(ccc(c1)C(=O)NC(=S)Nc1c(cccc1C)C)C(C)(C)C,True
1152,N(C(=S)Nc1ccc(cc1)C)CCc1ncccc1,True
1153,c1ccccc1NC(=S)NCCc1ncccc1,True
1154,C(Cc1ncccc1)NC(=S)Nc1ccc(cc1)Br,True
1155,S=C(NCCc1ncccc1)Nc1ccc(OC)cc1,True
1156,S=C(Nc1ccc([N+]([O-])=O)cc1)NCCc2ccccn2,True
1157,O=C(NC1=NCCS1)Nc2ccccc2,True
1158,O=C(Nc1sc2c(n1)c(Cl)ccc2)NCCC,True
1159,S(=O)(=O)(NC(=O)NC(C)(C)C)C(F)(F)F,True
1160,S=C(N[C@H]1c2c(C=Cc3c1cccc3)cccc2)NC(=O)c1ccccc1,True
1161,S=C(N[C@@H]1c2c(C=Cc3c1cccc3)cccc2)NC(=O)c1occc1,True
1162,N([C@H]1c2c(C=Cc3c1cccc3)cccc2)C(=S)NC(=O)C1CCCCC1,True
1163,Clc1c(cccc1)C(=O)NC(=S)NCCO,True
1164,S=C(NC(=O)COc1ccc(Cl)cc1Cl)Nc1c(Cl)cc(Cl)cc1Cl,True
1165,S(=O)(=O)(NCCC(C)C)NCCC(C)C,True
1166,N(C(C)(C)C)C(=O)Nc1ncccn1,True
1167,O=S(c1c(NC2CCCCC2)ccc([N+]([O-])=O)c1)(NC(NCCCCC)=O)=O,True
1168,S=C(N[C@@H](c1ccccc1)CO)Nc1ccc2ccccc2c1c1c2ccccc2ccc1N(C)C,True
1169,N(c1ccc(F)cc1)C(=S)NC(=O)c1ccccc1,True
1170,O=C(NCN(C)[N+]([O-])=O)NCN(C)[N+]([O-])=O,True
1171,S=C(NC(=O)C(c1ccccc1)c1ccccc1)Nc1cccc2c1cccc2,True
1172,N(C(=S)NCc1ccccc1)Cc1ccccc1,True
1173,c1(ccc(cc1)OCCC(C)C)NC(=S)Nc1ccc(cc1)OCCC(C)C,True
1174,N([C@H](c1c2ccccc2ccc1)C)C(=S)N[C@H](c1c2c(cccc2)ccc1)C,True
1175,N(C(=S)N[C@@H](c1c2c(cccc2)ccc1)C)[C@@H](c1c2c(cccc2)ccc1)C,True
1176,S=C(Nc1ccccc1)NC(C)(C)C,True
1177,[C@H](NS(=O)(=O)Nc1ccccc1)(P(=O)(OCC)OCC)c1ccccc1,True
1178,C1(=O)C(=O)C(=C1Nc1cccc2cc[nH]c12)Nc1cccc2cc[nH]c12,True
1179,C1(=O)C(=O)C(=C1Nc1cccc2cccnc12)Nc1cccc2c1nccc2,True
1180,[N@@]12C[C@H](C=C)[C@@H](CC1)C[C@H]2[C@@H](NC1=C(NCc2ccccc2)C(=O)C1=O)c1ccnc2c1cc(OC)cc2,True
1181,S(=O)(=O)(NC(=O)Nc1nc(ccn1)OC)c1c(cccc1)C(=O)OC,True
1182,S=C(NC(c1ccccc1)c2ccccc2)N[C@@H]3[C@@H]([NH3+])CCCC3,True
1183,O=C1C(=C(N[C@@H](c2ccnc3c2cc(OC)cc3)[C@H]2[N@@]3C[C@@H]([C@H](C2)CC3)C=C)C1=O)N[C@H]([C@H]1[N@@]2C[C@@H]([C@@H](CC2)C1)C=C)c1ccnc2ccc(OC)cc12,True
1184,C(=O)(Nc1ccc(cc1)C(F)(F)F)Nc1ccc(cc1)c1cn(Cc2ccccn2)nn1,True
1185,c1(C(=O)NC(=S)Nc2c(cccc2)C(F)(F)F)cocc1,True
1186,o1c(c(cc1)C(=O)NC(=S)Nc1c(C(F)(F)F)cccc1)C,True
1187,c1(C(=O)NC(=S)Nc2ccc(OC)cc2)occc1C,True
1188,C1[C@H]2C[C@@H]3C[C@H](C2)C[C@@]1(NC(=O)Nc1ccc(Br)cc1)C3,True
1189,Clc1cc(NC(=S)N[C@@]23C[C@H]4C[C@@H](C2)C[C@H](C4)C3)ccc1,True
1190,[C@H](C(C)C)(C(=O)OC)NS(=O)(=O)N[C@H](C(=O)OC)C(C)C,True
1191,C(C(=O)O)(NS(=O)(=O)NC(C(=O)O)(C)C)(C)C,True
1192,COC(=O)C(C)(C)NS(=O)(=O)NC(C)(C(=O)OC)C,True
1193,[C@@H](C)(NS(=O)(=O)N[C@H](C(=O)OC)C)C(=O)OC,True
1194,CC[C@H](C)[C@@H](C(=O)OC)NS(=O)(=O)N[C@@H]([C@H](CC)C)C(=O)OC,True
1195,CC(C)C[C@H](NS(=O)(=O)N[C@@H](CC(C)C)C(=O)OC)C(=O)OC,True
1196,s1c2nc(ccc2c(c1NC(=O)NCC)C(=O)N1CCC(CC1)[N@]1CCC[C@]2(C1)C(=O)N(CC2)C(C)C)C,True
1197,O(CC)C(=O)NC(=S)Nc1ccccc1OC,True
1198,c1c(c2cc(NC(=S)NC)n[nH]2)nccc1,True
1199,S=C(NC(c1ccc([N+]([O-])=O)cc1)=O)Nc2ccc(C(OCC)=O)cc2,True
1200,N(c1ncc(s1)C)C(=S)Nc1c2c(ccc1)cccc2,True
1201,c12ccccc1cccc2NC(=S)Nc1scc(C)n1,True
1202,c1(cccc2c1cccc2)NC(=O)Nc1sc(C)cn1,True
1203,N(C(=S)Nc1c(cccc1C(C)C)C(C)C)C(=O)c1ccc(C(=O)NC(=S)Nc2c(cccc2C(C)C)C(C)C)cc1,True
1204,N(C(=S)Nc1c(cccc1C)C)C(=O)c1cc(ccc1)C(=O)NC(=S)Nc1c(cccc1C)C,True
1205,N(C(=S)Nc1c(cccc1C)C)C(=O)c1ccc(C(=O)NC(=S)Nc2c(cccc2C)C)cc1,True
1206,N(C(=O)c1ccc(C(=O)NC(=O)Nc2c(C)cccc2C)cc1)C(=O)Nc1c(C)cccc1C,True
1207,S(=O)(=O)(N)c1c(O)c(NC(=O)Nc2c(Cl)c(Cl)ccc2)ccc1Cl,True
1208,S=C(NC(=O)c1c(Cl)cc(Cl)cc1)Nc1ccccc1,True
1209,S=C(NC(=O)CC(C)C)Nc1ccccc1,True
1210,O=C(NC(=S)Nc1ccccc1C)c1cccc(c1)C,True
1211,c1ccc(cc1)NC1=C(Nc2c(NC3=C(C(=O)C3=O)Nc3ccccc3)cccc2)C(=O)C1=O,True
1212,Brc1c(NC(=S)NC(=O)[C@@]23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)c(F)cc(F)c1,True
1213,N(C(=O)C[C@@H]1C[C@@H](C1(C)C)CC)C(=S)Nc1ccccc1,True
1214,N(=O)(=O)c1ccc(cc1)NC(=S)Nc1ccc(cc1)C(=O)OC,True
1215,O=C(OC)c1ccc(NC(Nc2ccc([N+]([O-])=O)cc2)=O)cc1,True
1216,O=C(C(C)(C)C)NC(Nc1cc([N+]([O-])=O)ccc1)=S,True
1217,S=C(NCc1ccco1)NC(=O)c1occc1,True
1218,C(C)(C)(C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](CC(C)C)NC(=O)NC)C,True
1219,[C@H]1(CCCN1C(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)NC(=O)N[C@@H](Cc1ccccc1)C(=O)OC,True
1220,c1(ccccc1)CNC(=O)N[C@@H](Cc1ccccc1)CNC(=O)NC,True
1221,S=C(Nc1cccc(C)c1)NC(c2ccc([N+]([O-])=O)cc2)=O,True
1222,n1c(c(c(nc1c1ccccc1)c1ccccc1)NC(=O)Nc1c(c2ccccc2)nc(nc1c1ccccc1)c1ccccc1)c1ccccc1,True
1223,N(C(=O)NC(=O)c1ccccc1)c1c(cccc1C(C)C)C(C)C,True
1224,O=C(Nc1ccccc1C#CC(=O)OCC)Nc1ccccc1C#CC(=O)OCC,True
1225,c12cccc(c1cccc2)NC(=S)Nc1c2ccccc2ccc1,True
1226,C(c1ccc(cc1)F)NC(=O)NCc1ccc(cc1)F,True
1227,C(=O)(c1cc(ccc1)NC(=O)Nc1cnccc1)O,True
1228,S=C(Nc1c(/N=C/C=C/c2ccc(cc2)N(C)C)cccc1)Nc1c2c(ccc1)cccc2,True
1229,N(C(=O)c1ccccc1)C(=S)NCC(=O)OC,True
1230,N(C(=S)NC(=O)c1c(cccc1)C)CCc1ncccc1,True
1231,ClC1=NC(NC(NC(c2ccc(OC)cc2)=O)=S)=NC(OC)=C1,True
1232,S=C(NCCCN1CCN(CC1)CCCNC(=S)NCCC)NCCC,True
1233,N1(CCN(CC1)CCCNC(=S)NCCCCC)CCCNC(=S)NCCCCC,True
1234,S=C(NCCCN1CCN(CC1)CCCNC(=S)NC(C)C)NC(C)C,True
1235,S=C(NCCCN1CCN(CC1)CCCNC(=S)NC(C)(C)C)NC(C)(C)C,True
1236,S=C(NCCCN1CCN(CC1)CCCNC(=S)NCc1ccccc1)NCc1ccccc1,True
1237,S=C(NCCCN1CCOCC1)Nc1ccccc1,True
1238,S=C(NCc1ccncc1)Nc2ccc([N+]([O-])=O)cc2,True
1239,O=C(NC(=S)Nc1ccc(OC)cc1)c1ccc(cc1)Cl,True
1240,Clc1ccc(O[C@H](C(NC(NC2=NC(OC)=CC(OC)=N2)=S)=O)C)c(Cl)c1,True
1241,Clc1ccccc1C(=O)NC(=S)NCCC,True
1242,C(=S)(Nc1cc(Cl)c(cc1Cl)Cl)NC(=O)c1ccccc1,True
1243,C(=S)(Nc1ccc(cc1)CCCC)NC(=O)c1ccccc1,True
1244,C(=O)(Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Nc1cccc2cccnc12)Nc1cccc2cccnc12,True
1245,S=C(NC([C@@H](C)Oc1c(Cl)cc(Cl)cc1)=O)NC2=NC(OC)=CC(Cl)=N2,True
1246,Fc1c(NC(=O)NC(=O)c2c(nn(C)c2)C)c(F)ccc1,True
1247,O=C(NCCc1ccc(O)cc1)NCCc1ccc(O)cc1,True
1248,O=C(NCCc1ccc(c(OC)c1)OC)NCCc1ccc(c(OC)c1)OC,True
1249,Oc1ccc(cc1O)CCNC(=O)NCCc1ccc(O)c(O)c1,True
1250,O=C1C(=C1Nc1ccccc1)Nc1ccccc1,True
1251,O=C1C(=C1Nc1ccc(cc1)C(C)(C)C)Nc1ccc(cc1)C(C)(C)C,True
1252,FC(F)(F)c1ccc(NC2=C(Nc3ccc(cc3)C(F)(F)F)C2=O)cc1,True
1253,S=C(Nc1ccc(OC)cc1)NC(=O)c1c(cccc1)C,True
1254,C(=S)(NC(=O)c1cccc(c1)Oc1c(cc(cc1)C(F)(F)F)Cl)Nc1nc(cc(C)n1)C,True
1255,Clc1c(NC(=S)NC(=O)C(C)(C)C)cccc1,True
1256,c1(c(cccc1)Cl)C(=O)NC(=S)Nc1ccccc1OC,True
1257,c1cccc2c1[C@@H](NC1=C(C(=O)C1=O)N[C@@H]1c3ccccc3C[C@@H]1O)[C@H](C2)O,True
1258,C(=S)(Nc1cc(Br)ccc1)NC(=O)c1c(cccc1)Cl,True
1259,[nH]1c2ccccc2c(c1)CCNC(=O)Nc1ccccc1OC,True
1260,S=C(NC(=O)Cc1ccccc1)Nc1ccc(Cl)c(Cl)c1,True
1261,S=C(NC(=O)c1c(Cl)cccc1Cl)Nc1cc(c(cc1)Cl)Cl,True
1262,C(=O)(N[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)N[C@H](C(=O)OC)CC(C)C,True
1263,O=C(NCC(=O)O)NCC(=O)O,True
1264,O=C(NCCC(=O)O)NCCC(=O)O,True
1265,N(C(=O)NCCCC(=O)O)CCCC(=O)O,True
1266,O=C(NCC(=O)NCC(=O)O)NCC(=O)NCC(=O)O,True
1267,O(c1ccc(NC(=O)Nc2cnccc2)cc1)c1ccc(NC(=O)Nc2cccnc2)cc1,True
1268,S=C(Nc1ccc([N+]([O-])=O)cc1Cl)NC(Oc2ccccc2)=O,True
1269,S=C(Nc1ccc([N+]([O-])=O)cc1Cl)NC(c2ccc([N+]([O-])=O)cc2)=O,True
1270,O=C(Nc1cccc([N+]([O-])=O)c1)Nc2cccc([N+]([O-])=O)c2,True
1271,c1(c(cccc1)OC)NC(=O)Nc1c(cccc1)OC,True
1272,o1cccc1C(=O)NC(=S)Nc1nc(ccc1)C,True
1273,O=C(Nc1nn(c(C)c1)C(=O)Nc1ccc(cc1)C)Nc1ccc(C)cc1,True
1274,c1cc(ccc1C(=O)NC(=S)NCc1ncccc1)c1ccccc1,True
1275,S=C(NC(=O)c1ccccc1C)Nc1ccc(cc1C)C,True
1276,S=C(NC(=O)c1c(cccc1)C)Nc1ncccc1C,True
1277,O=S(C1=C(N(C)C)C=C[NH+]=C1)(NC(NC(C)C)=O)=O,True
1278,O=C(Nc1nc(cc(n1)O)c1ccccc1)NCCCC,True
1279,C(=O)(NC(=S)Nc1cccc2c1cccn2)c1ccccc1,True
1280,Clc1cc(NC(=O)NC(=O)c2c(F)cccc2F)c(F)c(Cl)c1F,True
1281,n1c(c2cc(c3ncccc3)cc(NC(=O)Nc3cc(cc(c3)c3ncccc3)c3ncccc3)c2)cccc1,True
1282,O(C)c1ccc(N(c2ccc(cc2)OC)c2ccc(NC(=O)Nc3ccc(cc3)N(c3ccc(cc3)OC)c3ccc(OC)cc3)cc2)cc1,True
1283,C(=S)(Nc1c(cccc1)F)NC(=O)c1ccco1,True
1284,O=C(c1nc(ccc1)C(=O)NC(=O)NCC)NC(=O)NCC,True
1285,O=C(NC(=O)NCCCC)c1cc(C(=O)NC(=O)NCCCC)ccc1,True
1286,S=C(Nc1ncccc1)NC(C)(C)C,True
1287,N1([C@@H](CCC1)C(NC(=S)Nc1ccccc1)(c1ccccc1)c1ccccc1)Cc1ccccc1,True
1288,S=C(NC(=O)c1ccc(Cl)cc1)Nc1cccc(F)c1,True
1289,O=C(Nc1ccc(OC)cc1)Nc2sc([N+]([O-])=O)cn2,True
1290,c1(cc(OC)ccc1OC)NC(=O)Nc1ccc(CCO)cc1,True
1291,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC1=C(C(=O)C1=O)N[C@H]1[C@@H](CCCC1)N(C)C,True
1292,N(C1=C(C(=O)C1=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)[C@H](c1c2c(ncc1)cccc2)[C@H]1C[C@@H]2[C@H](C[N@]1CC2)C=C,True
1293,c1c(ccc(c1)C(F)(F)F)NC1=C(C(=O)C1=O)N[C@H]1[C@@H](CCCC1)N(C)C,True
1294,c1c(ccc(c1)C(F)(F)F)NC1=C(C(=O)C1=O)N[C@H]1[C@@H](CCCC1)N1CCCCC1,True
1295,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC1=C(C(=O)C1=O)N[C@H]1[C@@H](CCCC1)N1CCCCC1,True
1296,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC1=C(C(=O)C1=O)N[C@H]1[C@@H](CCCC1)NC1=C(Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C(=O)C1=O,True
1297,C1(=O)C(=O)C(=C1Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)N[C@H]([C@@H](N(C)C)c1ccccc1)c1ccccc1,True
1298,C1(=O)C(=O)C(=C1Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)N[C@H](CN(CC)CC)Cc1ccccc1,True
1299,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC1=C(C(=O)C1=O)N[C@H]1[C@@H](CCCC1)N1CCCC1,True
1300,c1c(ccc(c1)C(F)(F)F)NC1=C(C(=O)C1=O)Nc1ccc(cc1)C(F)(F)F,True
1301,c1c(cc(cc1C(C)(C)C)C(C)(C)C)NC1=C(C(=O)C1=O)Nc1cc(cc(c1)C(C)(C)C)C(C)(C)C,True
1302,C1(=C(C(=O)C1=O)NCCCCCCCCCCCC)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,True
1303,c1c(cccc1)NC1=C(C(=O)C1=O)Nc1ccccc1,True
1304,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC1=C(C(=O)C1=O)Nc1ccccc1,True
1305,N(C1=C(C(=O)C1=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)[C@H](c1c2c(ncc1)ccc(c2)OC)[C@H]1C[C@@H]2[C@H](C[N@]1CC2)C=C,True
1306,c1c(cc(cc1C(F)(F)F)C(F)(F)F)NC1=C(C(=O)C1=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,True
1307,N(C1=C(C(=O)C1=O)Nc1ccc(cc1)C(F)(F)F)[C@H](c1c2c(ncc1)ccc(c2)OC)[C@H]1C[C@@H]2[C@H](C[N@]1CC2)C=C,True
1308,N(C1=C(C(=O)C1=O)NCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)[C@H](c1c2c(ncc1)ccc(c2)OC)[C@H]1C[C@@H]2[C@H](C[N@]1CC2)C=C,True
1309,N(C1=C(C(=O)C1=O)Nc1ccc(cc1)C(F)(F)F)[C@H](c1c2c(ncc1)cccc2)[C@H]1C[C@@H]2[C@H](C[N@]1CC2)C=C,True
1310,S=C(NC(=O)c1ccccc1)NCCO,True
1311,c1ccccc1C(=O)NC(=S)NCCC(=O)O,True
1312,c1(ccccc1)NC(=O)Nc1c(c(F)nc(F)c1F)F,True
1313,Clc1c(NC(=S)NC(=O)c2ccc(cc2)C)cccc1,True
